spawn,0,0,0,0,0,0,4,8,0,2,8,32,4,2,4,256
invalid,0,0,0,0,0,0,4,8,0,2,8,32,4,2,4,256
merge,4,4,4,8,0,0,8,32,0,0,4,256,0,0,0,0
spawn,4,4,4,8,0,0,8,32,0,0,4,256,0,0,0,2
merge,0,4,8,8,0,0,8,32,0,0,4,256,0,0,0,2
spawn,0,4,8,8,0,2,8,32,0,0,4,256,0,0,0,2
merge,0,0,4,16,0,2,8,32,0,0,4,256,0,0,0,2
spawn,0,0,4,16,0,2,8,32,2,0,4,256,0,0,0,2
merge,0,0,4,16,0,2,8,32,0,2,4,256,0,0,0,2
spawn,0,0,4,16,2,2,8,32,0,2,4,256,0,0,0,2
merge,0,0,4,16,0,4,8,32,0,2,4,256,0,0,0,2
spawn,0,2,4,16,0,4,8,32,0,2,4,256,0,0,0,2
invalid,0,2,4,16,0,4,8,32,0,2,4,256,0,0,0,2
invalid,0,2,4,16,0,4,8,32,0,2,4,256,0,0,0,2
merge,0,0,0,16,0,2,4,32,0,4,8,256,0,2,4,2
spawn,2,0,0,16,0,2,4,32,0,4,8,256,0,2,4,2
merge,2,2,4,16,0,4,8,32,0,2,4,256,0,0,0,2
spawn,2,2,4,16,0,4,8,32,0,2,4,256,0,2,0,2
merge,0,4,4,16,0,4,8,32,0,2,4,256,0,0,0,4
spawn,0,4,4,16,0,4,8,32,0,2,4,256,2,0,0,4
merge,0,0,0,16,0,0,4,32,0,8,8,256,2,2,4,4
spawn,4,0,0,16,0,0,4,32,0,8,8,256,2,2,4,4
merge,0,0,4,16,0,0,4,32,0,0,16,256,0,0,4,8
spawn,0,0,4,16,2,0,4,32,0,0,16,256,0,0,4,8
merge,0,0,0,16,0,0,8,32,0,0,16,256,2,0,4,8
spawn,0,0,0,16,0,0,8,32,0,0,16,256,2,2,4,8
merge,0,0,0,16,0,0,8,32,0,0,16,256,0,4,4,8
spawn,0,2,0,16,0,0,8,32,0,0,16,256,0,4,4,8
merge,0,0,2,16,0,0,8,32,0,0,16,256,0,0,8,8
spawn,0,2,2,16,0,0,8,32,0,0,16,256,0,0,8,8
merge,0,0,4,16,0,0,8,32,0,0,16,256,0,0,0,16
spawn,0,0,4,16,0,0,8,32,2,0,16,256,0,0,0,16
merge,0,0,0,16,0,0,4,32,0,0,8,256,2,0,16,16
spawn,0,0,0,16,0,0,4,32,0,0,8,256,2,2,16,16
merge,0,0,0,16,0,0,4,32,0,0,8,256,0,0,4,32
spawn,0,0,2,16,0,0,4,32,0,0,8,256,0,0,4,32
invalid,0,0,2,16,0,0,4,32,0,0,8,256,0,0,4,32
merge,2,16,0,0,4,32,0,0,8,256,0,0,4,32,0,0
spawn,2,16,0,0,4,32,0,0,8,256,0,4,4,32,0,0
merge,0,0,2,16,0,0,4,32,0,8,256,4,0,0,4,32
spawn,0,0,2,16,0,0,4,32,0,8,256,4,2,0,4,32
merge,2,8,2,16,0,0,4,32,0,0,256,4,0,0,4,32
spawn,2,8,2,16,0,2,4,32,0,0,256,4,0,0,4,32
merge,0,0,2,16,0,0,4,32,0,8,256,4,2,2,4,32
spawn,0,0,2,16,0,2,4,32,0,8,256,4,2,2,4,32
merge,2,2,2,16,0,8,4,32,0,2,256,4,0,0,4,32
spawn,2,2,2,16,0,8,4,32,2,2,256,4,0,0,4,32
merge,0,2,4,16,0,8,4,32,0,4,256,4,0,0,4,32
spawn,0,2,4,16,0,8,4,32,0,4,256,4,2,0,4,32
merge,0,0,0,16,0,2,8,32,0,8,256,4,2,4,4,32
spawn,0,0,0,16,2,2,8,32,0,8,256,4,2,4,4,32
